TestID,Scenario,SortMode,BiasFactor,BiasCap,VoxelSize,TileSize,AvgLength,Cohesion,TimeMs
830,Forest,Alvo,0.50,1.00,0.160,32,24.06,9.6000,2
831,Forest,Alvo,0.50,1.00,0.160,64,23.77,12.1250,1
832,Forest,Alvo,0.50,1.00,0.160,128,22.33,11.9032,0
833,Forest,Alvo,0.75,0.01,0.020,16,23.65,11.0079,77
834,Forest,Alvo,0.75,0.01,0.020,32,23.15,11.6136,17
835,Forest,Alvo,0.75,0.01,0.020,64,22.13,12.2239,5
836,Forest,Alvo,0.75,0.01,0.020,128,22.21,14.4054,4
837,Forest,Alvo,0.75,0.01,0.050,16,22.76,11.2170,13
838,Forest,Alvo,0.75,0.01,0.050,32,23.40,12.2759,8
839,Forest,Alvo,0.75,0.01,0.050,64,23.76,14.6944,2
840,Forest,Alvo,0.75,0.01,0.050,128,21.98,16.6774,1
841,Forest,Alvo,0.75,0.01,0.100,16,23.44,12.1017,3
842,Forest,Alvo,0.75,0.01,0.100,32,23.20,14.8684,2
843,Forest,Alvo,0.75,0.01,0.100,64,21.97,16.6774,1
844,Forest,Alvo,0.75,0.01,0.100,128,21.57,13.5714,3
845,Forest,Alvo,0.75,0.01,0.160,16,22.16,14.4054,1
846,Forest,Alvo,0.75,0.01,0.160,32,24.99,16.2667,1
847,Forest,Alvo,0.75,0.01,0.160,64,24.53,14.3704,0
848,Forest,Alvo,0.75,0.01,0.160,128,22.64,14.1923,0
849,Forest,Alvo,0.75,0.50,0.020,16,23.65,11.0079,82
850,Forest,Alvo,0.75,0.50,0.020,32,23.15,11.6136,17
851,Forest,Alvo,0.75,0.50,0.020,64,22.13,12.2239,5
852,Forest,Alvo,0.75,0.50,0.020,128,22.21,14.4054,2
853,Forest,Alvo,0.75,0.50,0.050,16,22.70,11.0093,26
854,Forest,Alvo,0.75,0.50,0.050,32,23.39,11.8333,4
855,Forest,Alvo,0.75,0.50,0.050,64,23.71,13.8684,2
856,Forest,Alvo,0.75,0.50,0.050,128,21.98,16.6774,1
857,Forest,Alvo,0.75,0.50,0.100,16,23.49,11.7049,6
858,Forest,Alvo,0.75,0.50,0.100,32,23.15,14.0750,1
859,Forest,Alvo,0.75,0.50,0.100,64,21.97,16.6774,1
860,Forest,Alvo,0.75,0.50,0.100,128,21.57,13.5714,0
861,Forest,Alvo,0.75,0.50,0.160,16,22.16,14.4054,2
862,Forest,Alvo,0.75,0.50,0.160,32,24.99,16.2667,1
863,Forest,Alvo,0.75,0.50,0.160,64,24.53,14.3704,0
864,Forest,Alvo,0.75,0.50,0.160,128,22.64,14.1923,0
865,Forest,Alvo,0.75,0.75,0.020,16,23.64,10.8372,121
866,Forest,Alvo,0.75,0.75,0.020,32,23.07,11.0797,36
867,Forest,Alvo,0.75,0.75,0.020,64,22.11,12.2239,5
868,Forest,Alvo,0.75,0.75,0.020,128,22.17,12.8049,2
869,Forest,Alvo,0.75,0.75,0.050,16,22.92,10.8091,18
870,Forest,Alvo,0.75,0.75,0.050,32,23.38,11.0625,4
871,Forest,Alvo,0.75,0.75,0.050,64,23.60,13.7632,5
872,Forest,Alvo,0.75,0.75,0.050,128,21.88,14.1944,1
873,Forest,Alvo,0.75,0.75,0.100,16,23.38,11.6393,5
874,Forest,Alvo,0.75,0.75,0.100,32,23.04,13.9750,2
875,Forest,Alvo,0.75,0.75,0.100,64,21.87,14.1944,1
876,Forest,Alvo,0.75,0.75,0.100,128,21.57,13.5714,0
877,Forest,Alvo,0.75,0.75,0.160,16,22.14,12.8049,2
878,Forest,Alvo,0.75,0.75,0.160,32,24.99,16.2667,4
879,Forest,Alvo,0.75,0.75,0.160,64,24.53,14.3704,0
880,Forest,Alvo,0.75,0.75,0.160,128,22.64,14.1923,0
881,Forest,Alvo,0.75,1.00,0.020,16,22.03,3.2343,382
882,Forest,Alvo,0.75,1.00,0.020,32,21.50,3.5806,67
883,Forest,Alvo,0.75,1.00,0.020,64,21.61,4.5337,16
884,Forest,Alvo,0.75,1.00,0.020,128,21.72,7.3768,3
885,Forest,Alvo,0.75,1.00,0.050,16,21.94,4.4221,39
886,Forest,Alvo,0.75,1.00,0.050,32,22.30,6.6154,8
887,Forest,Alvo,0.75,1.00,0.050,64,22.88,8.5091,6
888,Forest,Alvo,0.75,1.00,0.050,128,21.26,13.5278,1
889,Forest,Alvo,0.75,1.00,0.100,16,22.29,6.6990,8
890,Forest,Alvo,0.75,1.00,0.100,32,22.50,8.1250,3
891,Forest,Alvo,0.75,1.00,0.100,64,21.25,13.5278,1
892,Forest,Alvo,0.75,1.00,0.100,128,21.22,11.5152,0
893,Forest,Alvo,0.75,1.00,0.160,16,21.69,7.3768,6
894,Forest,Alvo,0.75,1.00,0.160,32,24.06,9.6000,2
895,Forest,Alvo,0.75,1.00,0.160,64,23.77,12.1250,1
896,Forest,Alvo,0.75,1.00,0.160,128,22.33,11.9032,0
897,Forest,Alvo,0.90,0.01,0.020,16,23.65,11.0079,94
898,Forest,Alvo,0.90,0.01,0.020,32,22.45,10.2381,34
899,Forest,Alvo,0.90,0.01,0.020,64,22.14,11.3611,5
900,Forest,Alvo,0.90,0.01,0.020,128,22.21,14.4054,2
901,Forest,Alvo,0.90,0.01,0.050,16,22.80,11.2170,13
902,Forest,Alvo,0.90,0.01,0.050,32,23.22,7.5806,4
903,Forest,Alvo,0.90,0.01,0.050,64,23.73,13.8158,1
904,Forest,Alvo,0.90,0.01,0.050,128,21.98,16.6774,3
905,Forest,Alvo,0.90,0.01,0.100,16,23.28,7.4105,4
906,Forest,Alvo,0.90,0.01,0.100,32,23.17,14.0250,2
907,Forest,Alvo,0.90,0.01,0.100,64,21.97,16.6774,1
908,Forest,Alvo,0.90,0.01,0.100,128,21.57,13.5714,0
909,Forest,Alvo,0.90,0.01,0.160,16,22.16,14.4054,2
910,Forest,Alvo,0.90,0.01,0.160,32,24.99,16.2667,1
911,Forest,Alvo,0.90,0.01,0.160,64,24.53,14.3704,3
912,Forest,Alvo,0.90,0.01,0.160,128,22.64,14.1923,0
913,Forest,Alvo,0.90,0.50,0.020,16,23.65,11.0079,96
914,Forest,Alvo,0.90,0.50,0.020,32,22.45,10.2381,16
915,Forest,Alvo,0.90,0.50,0.020,64,22.14,11.3611,4
916,Forest,Alvo,0.90,0.50,0.020,128,22.21,14.4054,2
917,Forest,Alvo,0.90,0.50,0.050,16,22.75,11.2170,18
918,Forest,Alvo,0.90,0.50,0.050,32,23.19,7.5806,4
919,Forest,Alvo,0.90,0.50,0.050,64,23.73,13.8158,1
920,Forest,Alvo,0.90,0.50,0.050,128,21.98,16.6774,1
921,Forest,Alvo,0.90,0.50,0.100,16,23.25,7.4105,9
922,Forest,Alvo,0.90,0.50,0.100,32,23.17,14.0250,1
923,Forest,Alvo,0.90,0.50,0.100,64,21.97,16.6774,1
924,Forest,Alvo,0.90,0.50,0.100,128,21.57,13.5714,0
925,Forest,Alvo,0.90,0.50,0.160,16,22.16,14.4054,2
926,Forest,Alvo,0.90,0.50,0.160,32,24.99,16.2667,1
927,Forest,Alvo,0.90,0.50,0.160,64,24.53,14.3704,0
928,Forest,Alvo,0.90,0.50,0.160,128,22.64,14.1923,0
929,Forest,Alvo,0.90,0.75,0.020,16,23.65,10.9219,119
930,Forest,Alvo,0.90,0.75,0.020,32,22.42,10.0604,34
931,Forest,Alvo,0.90,0.75,0.020,64,22.13,11.3611,5
932,Forest,Alvo,0.90,0.75,0.020,128,22.18,12.8537,2
933,Forest,Alvo,0.90,0.75,0.050,16,22.90,11.0093,17
934,Forest,Alvo,0.90,0.75,0.050,32,22.77,6.7087,5
935,Forest,Alvo,0.90,0.75,0.050,64,23.67,13.7368,5
936,Forest,Alvo,0.90,0.75,0.050,128,21.88,14.1944,1
937,Forest,Alvo,0.90,0.75,0.100,16,22.48,7.1875,5
938,Forest,Alvo,0.90,0.75,0.100,32,23.11,13.9500,2
939,Forest,Alvo,0.90,0.75,0.100,64,21.87,14.1944,1
940,Forest,Alvo,0.90,0.75,0.100,128,21.57,13.5714,0
941,Forest,Alvo,0.90,0.75,0.160,16,22.14,12.8537,2
942,Forest,Alvo,0.90,0.75,0.160,32,24.99,16.2667,1
943,Forest,Alvo,0.90,0.75,0.160,64,24.53,14.3704,0
944,Forest,Alvo,0.90,0.75,0.160,128,22.64,14.1923,0
945,Forest,Alvo,0.90,1.00,0.020,16,22.03,3.2343,410
946,Forest,Alvo,0.90,1.00,0.020,32,21.50,3.5806,65
947,Forest,Alvo,0.90,1.00,0.020,64,21.61,4.5337,11
948,Forest,Alvo,0.90,1.00,0.020,128,21.72,7.3768,3
949,Forest,Alvo,0.90,1.00,0.050,16,21.94,4.4221,44
950,Forest,Alvo,0.90,1.00,0.050,32,22.30,6.6154,8
951,Forest,Alvo,0.90,1.00,0.050,64,22.88,8.5091,3
952,Forest,Alvo,0.90,1.00,0.050,128,21.26,13.5278,1
953,Forest,Alvo,0.90,1.00,0.100,16,22.29,6.6990,12
954,Forest,Alvo,0.90,1.00,0.100,32,22.50,8.1250,3
955,Forest,Alvo,0.90,1.00,0.100,64,21.25,13.5278,1
956,Forest,Alvo,0.90,1.00,0.100,128,21.22,11.5152,0
957,Forest,Alvo,0.90,1.00,0.160,16,21.69,7.3768,3
958,Forest,Alvo,0.90,1.00,0.160,32,24.06,9.6000,2
959,Forest,Alvo,0.90,1.00,0.160,64,23.77,12.1250,1
960,Forest,Alvo,0.90,1.00,0.160,128,22.33,11.9032,0
961,Forest,Alvo,0.95,0.01,0.020,16,22.98,9.5315,136
962,Forest,Alvo,0.95,0.01,0.020,32,22.34,8.1913,24
963,Forest,Alvo,0.95,0.01,0.020,64,22.04,10.2911,6
964,Forest,Alvo,0.95,0.01,0.020,128,21.62,10.6458,2
965,Forest,Alvo,0.95,0.01,0.050,16,22.40,6.2063,20
966,Forest,Alvo,0.95,0.01,0.050,32,22.49,6.8600,5
967,Forest,Alvo,0.95,0.01,0.050,64,23.55,9.5000,3
968,Forest,Alvo,0.95,0.01,0.050,128,21.77,13.9722,1
969,Forest,Alvo,0.95,0.01,0.100,16,22.46,6.9495,5
970,Forest,Alvo,0.95,0.01,0.100,32,23.02,9.7679,2
971,Forest,Alvo,0.95,0.01,0.100,64,21.75,13.9722,1
972,Forest,Alvo,0.95,0.01,0.100,128,21.57,13.5714,0
973,Forest,Alvo,0.95,0.01,0.160,16,21.59,10.6458,2
974,Forest,Alvo,0.95,0.01,0.160,32,24.06,9.6000,1
975,Forest,Alvo,0.95,0.01,0.160,64,24.53,14.3704,0
976,Forest,Alvo,0.95,0.01,0.160,128,22.64,14.1923,0
977,Forest,Alvo,0.95,0.50,0.020,16,22.98,9.5315,139
978,Forest,Alvo,0.95,0.50,0.020,32,22.34,8.1913,28
979,Forest,Alvo,0.95,0.50,0.020,64,22.04,10.2911,6
980,Forest,Alvo,0.95,0.50,0.020,128,21.62,10.6458,2
981,Forest,Alvo,0.95,0.50,0.050,16,22.40,6.2063,20
982,Forest,Alvo,0.95,0.50,0.050,32,22.49,6.8600,15
983,Forest,Alvo,0.95,0.50,0.050,64,23.55,9.5000,2
984,Forest,Alvo,0.95,0.50,0.050,128,21.77,13.9722,1
985,Forest,Alvo,0.95,0.50,0.100,16,22.46,6.9495,5
986,Forest,Alvo,0.95,0.50,0.100,32,23.02,9.7679,2
987,Forest,Alvo,0.95,0.50,0.100,64,21.75,13.9722,1
988,Forest,Alvo,0.95,0.50,0.100,128,21.57,13.5714,0
989,Forest,Alvo,0.95,0.50,0.160,16,21.59,10.6458,2
990,Forest,Alvo,0.95,0.50,0.160,32,24.06,9.6000,1
991,Forest,Alvo,0.95,0.50,0.160,64,24.53,14.3704,0
992,Forest,Alvo,0.95,0.50,0.160,128,22.64,14.1923,0
993,Forest,Alvo,0.95,0.75,0.020,16,22.98,9.5315,145
994,Forest,Alvo,0.95,0.75,0.020,32,22.34,8.1913,33
995,Forest,Alvo,0.95,0.75,0.020,64,22.04,10.2911,6
996,Forest,Alvo,0.95,0.75,0.020,128,21.62,10.6458,2
997,Forest,Alvo,0.95,0.75,0.050,16,22.41,6.2063,22
998,Forest,Alvo,0.95,0.75,0.050,32,22.49,6.8600,10
999,Forest,Alvo,0.95,0.75,0.050,64,23.50,9.4630,2
1000,Forest,Alvo,0.95,0.75,0.050,128,21.77,13.9722,1
1001,Forest,Alvo,0.95,0.75,0.100,16,22.46,6.9495,5
1002,Forest,Alvo,0.95,0.75,0.100,32,22.97,9.7321,2
1003,Forest,Alvo,0.95,0.75,0.100,64,21.75,13.9722,1
1004,Forest,Alvo,0.95,0.75,0.100,128,21.57,13.5714,3
1005,Forest,Alvo,0.95,0.75,0.160,16,21.59,10.6458,2
1006,Forest,Alvo,0.95,0.75,0.160,32,24.06,9.6000,1
1007,Forest,Alvo,0.95,0.75,0.160,64,24.53,14.3704,0
1008,Forest,Alvo,0.95,0.75,0.160,128,22.64,14.1923,0
1009,Forest,Alvo,0.95,1.00,0.020,16,22.03,3.2343,404
1010,Forest,Alvo,0.95,1.00,0.020,32,21.50,3.5806,63
1011,Forest,Alvo,0.95,1.00,0.020,64,21.61,4.5337,11
1012,Forest,Alvo,0.95,1.00,0.020,128,21.72,7.3768,9
1013,Forest,Alvo,0.95,1.00,0.050,16,21.94,4.4221,44
1014,Forest,Alvo,0.95,1.00,0.050,32,22.30,6.6154,8
1015,Forest,Alvo,0.95,1.00,0.050,64,22.88,8.5091,3
1016,Forest,Alvo,0.95,1.00,0.050,128,21.26,13.5278,1
1017,Forest,Alvo,0.95,1.00,0.100,16,22.29,6.6990,12
1018,Forest,Alvo,0.95,1.00,0.100,32,22.50,8.1250,3
1019,Forest,Alvo,0.95,1.00,0.100,64,21.25,13.5278,1
1020,Forest,Alvo,0.95,1.00,0.100,128,21.22,11.5152,0
1021,Forest,Alvo,0.95,1.00,0.160,16,21.69,7.3768,3
1022,Forest,Alvo,0.95,1.00,0.160,32,24.06,9.6000,2
1023,Forest,Alvo,0.95,1.00,0.160,64,23.77,12.1250,4
1024,Forest,Alvo,0.95,1.00,0.160,128,22.33,11.9032,0
1025,Broken Rock,Alvo,0.50,0.01,0.020,16,29.40,10.6800,134
1026,Broken Rock,Alvo,0.50,0.01,0.020,32,28.01,11.9936,27
1027,Broken Rock,Alvo,0.50,0.01,0.020,64,26.66,13.2674,5
1028,Broken Rock,Alvo,0.50,0.01,0.020,128,26.72,14.7381,3
1029,Broken Rock,Alvo,0.50,0.01,0.050,16,27.03,11.3182,15
1030,Broken Rock,Alvo,0.50,0.01,0.050,32,26.01,12.3137,3
1031,Broken Rock,Alvo,0.50,0.01,0.050,64,25.44,13.7121,2
1032,Broken Rock,Alvo,0.50,0.01,0.050,128,25.15,15.0500,5
1033,Broken Rock,Alvo,0.50,0.01,0.100,16,26.47,13.0417,3
1034,Broken Rock,Alvo,0.50,0.01,0.100,32,25.43,13.7121,2
1035,Broken Rock,Alvo,0.50,0.01,0.100,64,25.14,15.0500,2
1036,Broken Rock,Alvo,0.50,0.01,0.100,128,28.61,15.6000,1
1037,Broken Rock,Alvo,0.50,0.01,0.160,16,26.69,14.7381,10
1038,Broken Rock,Alvo,0.50,0.01,0.160,32,26.04,11.6328,2
1039,Broken Rock,Alvo,0.50,0.01,0.160,64,26.22,13.5909,1
1040,Broken Rock,Alvo,0.50,0.01,0.160,128,31.19,15.4478,1
1041,Broken Rock,Alvo,0.50,0.50,0.020,16,29.38,10.6800,125
1042,Broken Rock,Alvo,0.50,0.50,0.020,32,28.01,11.9936,21
1043,Broken Rock,Alvo,0.50,0.50,0.020,64,26.72,13.2674,10
1044,Broken Rock,Alvo,0.50,0.50,0.020,128,26.68,14.6667,3
1045,Broken Rock,Alvo,0.50,0.50,0.050,16,26.97,11.1161,22
1046,Broken Rock,Alvo,0.50,0.50,0.050,32,25.95,11.4182,3
1047,Broken Rock,Alvo,0.50,0.50,0.050,64,25.44,13.7121,2
1048,Broken Rock,Alvo,0.50,0.50,0.050,128,25.15,15.0500,2
1049,Broken Rock,Alvo,0.50,0.50,0.100,16,26.47,13.0417,7
1050,Broken Rock,Alvo,0.50,0.50,0.100,32,25.43,13.7121,2
1051,Broken Rock,Alvo,0.50,0.50,0.100,64,25.14,15.0500,2
1052,Broken Rock,Alvo,0.50,0.50,0.100,128,28.61,15.6000,1
1053,Broken Rock,Alvo,0.50,0.50,0.160,16,26.70,14.6667,3
1054,Broken Rock,Alvo,0.50,0.50,0.160,32,26.04,11.6328,5
1055,Broken Rock,Alvo,0.50,0.50,0.160,64,26.22,13.5909,1
1056,Broken Rock,Alvo,0.50,0.50,0.160,128,31.19,15.4478,1
1057,Broken Rock,Alvo,0.50,0.75,0.020,16,29.35,10.6800,285
1058,Broken Rock,Alvo,0.50,0.75,0.020,32,27.96,11.3804,43
1059,Broken Rock,Alvo,0.50,0.75,0.020,64,26.44,13.1512,6
1060,Broken Rock,Alvo,0.50,0.75,0.020,128,26.84,15.0581,3
1061,Broken Rock,Alvo,0.50,0.75,0.050,16,26.86,10.9646,26
1062,Broken Rock,Alvo,0.50,0.75,0.050,32,26.05,11.0175,4
1063,Broken Rock,Alvo,0.50,0.75,0.050,64,25.46,14.9394,10
1064,Broken Rock,Alvo,0.50,0.75,0.050,128,25.18,16.2400,2
1065,Broken Rock,Alvo,0.50,0.75,0.100,16,26.47,13.0417,4
1066,Broken Rock,Alvo,0.50,0.75,0.100,32,25.45,14.9394,2
1067,Broken Rock,Alvo,0.50,0.75,0.100,64,25.18,16.2400,2
1068,Broken Rock,Alvo,0.50,0.75,0.100,128,28.61,15.6000,4
1069,Broken Rock,Alvo,0.50,0.75,0.160,16,26.82,15.0581,3
1070,Broken Rock,Alvo,0.50,0.75,0.160,32,26.16,12.4531,2
1071,Broken Rock,Alvo,0.50,0.75,0.160,64,26.22,13.5909,1
1072,Broken Rock,Alvo,0.50,0.75,0.160,128,29.06,6.8970,1
1073,Broken Rock,Alvo,0.50,1.00,0.020,16,26.99,4.8080,554
1074,Broken Rock,Alvo,0.50,1.00,0.020,32,26.22,5.4337,72
1075,Broken Rock,Alvo,0.50,1.00,0.020,64,25.51,6.3539,12
1076,Broken Rock,Alvo,0.50,1.00,0.020,128,24.93,7.4924,11
1077,Broken Rock,Alvo,0.50,1.00,0.050,16,25.13,5.4534,47
1078,Broken Rock,Alvo,0.50,1.00,0.050,32,25.16,5.7931,7
1079,Broken Rock,Alvo,0.50,1.00,0.050,64,24.29,8.3495,2
1080,Broken Rock,Alvo,0.50,1.00,0.050,128,24.13,10.0709,2
1081,Broken Rock,Alvo,0.50,1.00,0.100,16,25.09,6.7400,10
1082,Broken Rock,Alvo,0.50,1.00,0.100,32,24.28,8.3173,2
1083,Broken Rock,Alvo,0.50,1.00,0.100,64,24.12,10.0709,2
1084,Broken Rock,Alvo,0.50,1.00,0.100,128,27.77,7.0909,2
1085,Broken Rock,Alvo,0.50,1.00,0.160,16,24.96,7.4924,4
1086,Broken Rock,Alvo,0.50,1.00,0.160,32,24.06,8.0290,3
1087,Broken Rock,Alvo,0.50,1.00,0.160,64,24.88,6.7899,7
1088,Broken Rock,Alvo,0.50,1.00,0.160,128,29.06,6.8970,2
1089,Broken Rock,Alvo,0.75,0.01,0.020,16,29.40,10.6800,128
1090,Broken Rock,Alvo,0.75,0.01,0.020,32,28.01,11.9936,21
1091,Broken Rock,Alvo,0.75,0.01,0.020,64,26.66,13.2674,5
1092,Broken Rock,Alvo,0.75,0.01,0.020,128,26.72,14.7381,3
1093,Broken Rock,Alvo,0.75,0.01,0.050,16,27.03,11.3182,20
1094,Broken Rock,Alvo,0.75,0.01,0.050,32,26.01,12.3137,3
1095,Broken Rock,Alvo,0.75,0.01,0.050,64,25.44,13.7121,2
1096,Broken Rock,Alvo,0.75,0.01,0.050,128,25.15,15.0500,2
1097,Broken Rock,Alvo,0.75,0.01,0.100,16,26.47,13.0417,7
1098,Broken Rock,Alvo,0.75,0.01,0.100,32,25.43,13.7121,2
1099,Broken Rock,Alvo,0.75,0.01,0.100,64,25.14,15.0500,2
1100,Broken Rock,Alvo,0.75,0.01,0.100,128,28.61,15.6000,1
1101,Broken Rock,Alvo,0.75,0.01,0.160,16,26.69,14.7381,2
1102,Broken Rock,Alvo,0.75,0.01,0.160,32,26.04,11.6328,5
1103,Broken Rock,Alvo,0.75,0.01,0.160,64,26.22,13.5909,1
1104,Broken Rock,Alvo,0.75,0.01,0.160,128,31.19,15.4478,1
1105,Broken Rock,Alvo,0.75,0.50,0.020,16,29.38,10.6800,139
1106,Broken Rock,Alvo,0.75,0.50,0.020,32,28.01,11.9936,26
1107,Broken Rock,Alvo,0.75,0.50,0.020,64,26.72,13.2674,5
1108,Broken Rock,Alvo,0.75,0.50,0.020,128,26.68,14.6667,6
1109,Broken Rock,Alvo,0.75,0.50,0.050,16,26.97,11.1161,15
1110,Broken Rock,Alvo,0.75,0.50,0.050,32,25.95,11.4182,8
1111,Broken Rock,Alvo,0.75,0.50,0.050,64,25.44,13.7121,2
1112,Broken Rock,Alvo,0.75,0.50,0.050,128,25.15,15.0500,2
1113,Broken Rock,Alvo,0.75,0.50,0.100,16,26.47,13.0417,3
1114,Broken Rock,Alvo,0.75,0.50,0.100,32,25.43,13.7121,2
1115,Broken Rock,Alvo,0.75,0.50,0.100,64,25.14,15.0500,7
1116,Broken Rock,Alvo,0.75,0.50,0.100,128,28.61,15.6000,1
1117,Broken Rock,Alvo,0.75,0.50,0.160,16,26.70,14.6667,3
1118,Broken Rock,Alvo,0.75,0.50,0.160,32,26.04,11.6328,2
1119,Broken Rock,Alvo,0.75,0.50,0.160,64,26.22,13.5909,1
1120,Broken Rock,Alvo,0.75,0.50,0.160,128,31.19,15.4478,4
1121,Broken Rock,Alvo,0.75,0.75,0.020,16,29.35,10.6800,270
1122,Broken Rock,Alvo,0.75,0.75,0.020,32,27.96,11.3804,33
1123,Broken Rock,Alvo,0.75,0.75,0.020,64,26.44,13.1512,7
1124,Broken Rock,Alvo,0.75,0.75,0.020,128,26.84,15.0581,8
1125,Broken Rock,Alvo,0.75,0.75,0.050,16,26.86,10.9646,28
1126,Broken Rock,Alvo,0.75,0.75,0.050,32,26.05,11.0175,4
1127,Broken Rock,Alvo,0.75,0.75,0.050,64,25.46,14.9394,2
1128,Broken Rock,Alvo,0.75,0.75,0.050,128,25.18,16.2400,12
1129,Broken Rock,Alvo,0.75,0.75,0.100,16,26.47,13.0417,4
1130,Broken Rock,Alvo,0.75,0.75,0.100,32,25.45,14.9394,2
1131,Broken Rock,Alvo,0.75,0.75,0.100,64,25.18,16.2400,2
1132,Broken Rock,Alvo,0.75,0.75,0.100,128,28.61,15.6000,4
1133,Broken Rock,Alvo,0.75,0.75,0.160,16,26.82,15.0581,3
1134,Broken Rock,Alvo,0.75,0.75,0.160,32,26.16,12.4531,3
1135,Broken Rock,Alvo,0.75,0.75,0.160,64,26.22,13.5909,1
1136,Broken Rock,Alvo,0.75,0.75,0.160,128,29.06,6.8970,1
1137,Broken Rock,Alvo,0.75,1.00,0.020,16,26.99,4.8080,575
1138,Broken Rock,Alvo,0.75,1.00,0.020,32,26.22,5.4337,76
1139,Broken Rock,Alvo,0.75,1.00,0.020,64,25.51,6.3539,20
1140,Broken Rock,Alvo,0.75,1.00,0.020,128,24.93,7.4924,4
1141,Broken Rock,Alvo,0.75,1.00,0.050,16,25.13,5.4534,47
1142,Broken Rock,Alvo,0.75,1.00,0.050,32,25.16,5.7931,7
1143,Broken Rock,Alvo,0.75,1.00,0.050,64,24.29,8.3495,2
1144,Broken Rock,Alvo,0.75,1.00,0.050,128,24.13,10.0709,2
1145,Broken Rock,Alvo,0.75,1.00,0.100,16,25.09,6.7400,11
1146,Broken Rock,Alvo,0.75,1.00,0.100,32,24.28,8.3173,2
1147,Broken Rock,Alvo,0.75,1.00,0.100,64,24.12,10.0709,2
1148,Broken Rock,Alvo,0.75,1.00,0.100,128,27.77,7.0909,2
1149,Broken Rock,Alvo,0.75,1.00,0.160,16,24.96,7.4924,4
1150,Broken Rock,Alvo,0.75,1.00,0.160,32,24.06,8.0290,8
1151,Broken Rock,Alvo,0.75,1.00,0.160,64,24.88,6.7899,1
1152,Broken Rock,Alvo,0.75,1.00,0.160,128,29.06,6.8970,2
1153,Broken Rock,Alvo,0.90,0.01,0.020,16,29.38,10.6800,148
1154,Broken Rock,Alvo,0.90,0.01,0.020,32,28.01,11.9936,27
1155,Broken Rock,Alvo,0.90,0.01,0.020,64,26.66,13.2674,5
1156,Broken Rock,Alvo,0.90,0.01,0.020,128,26.41,14.2976,3
1157,Broken Rock,Alvo,0.90,0.01,0.050,16,27.00,11.3182,20
1158,Broken Rock,Alvo,0.90,0.01,0.050,32,26.02,11.4182,3
1159,Broken Rock,Alvo,0.90,0.01,0.050,64,25.44,13.8485,2
1160,Broken Rock,Alvo,0.90,0.01,0.050,128,25.15,15.0500,2
1161,Broken Rock,Alvo,0.90,0.01,0.100,16,26.43,12.5200,3
1162,Broken Rock,Alvo,0.90,0.01,0.100,32,25.43,13.8485,5
1163,Broken Rock,Alvo,0.90,0.01,0.100,64,25.14,15.0500,2
1164,Broken Rock,Alvo,0.90,0.01,0.100,128,28.61,15.6000,1
1165,Broken Rock,Alvo,0.90,0.01,0.160,16,26.39,14.2976,3
1166,Broken Rock,Alvo,0.90,0.01,0.160,32,25.89,11.0703,2
1167,Broken Rock,Alvo,0.90,0.01,0.160,64,26.22,13.5909,1
1168,Broken Rock,Alvo,0.90,0.01,0.160,128,31.19,15.4478,1
1169,Broken Rock,Alvo,0.90,0.50,0.020,16,29.42,10.6800,151
1170,Broken Rock,Alvo,0.90,0.50,0.020,32,28.01,11.9936,33
1171,Broken Rock,Alvo,0.90,0.50,0.020,64,26.72,13.2674,5
1172,Broken Rock,Alvo,0.90,0.50,0.020,128,26.36,14.2976,3
1173,Broken Rock,Alvo,0.90,0.50,0.050,16,27.02,11.3182,16
1174,Broken Rock,Alvo,0.90,0.50,0.050,32,26.00,11.4182,3
1175,Broken Rock,Alvo,0.90,0.50,0.050,64,25.44,13.8485,2
1176,Broken Rock,Alvo,0.90,0.50,0.050,128,25.15,15.0500,7
1177,Broken Rock,Alvo,0.90,0.50,0.100,16,26.43,12.5200,3
1178,Broken Rock,Alvo,0.90,0.50,0.100,32,25.43,13.8485,2
1179,Broken Rock,Alvo,0.90,0.50,0.100,64,25.14,15.0500,2
1180,Broken Rock,Alvo,0.90,0.50,0.100,128,28.61,15.6000,1
1181,Broken Rock,Alvo,0.90,0.50,0.160,16,26.39,14.2976,3
1182,Broken Rock,Alvo,0.90,0.50,0.160,32,25.89,11.0703,2
1183,Broken Rock,Alvo,0.90,0.50,0.160,64,26.22,13.5909,1
1184,Broken Rock,Alvo,0.90,0.50,0.160,128,31.19,15.4478,1
1185,Broken Rock,Alvo,0.90,0.75,0.020,16,29.33,10.6800,288
1186,Broken Rock,Alvo,0.90,0.75,0.020,32,27.95,11.6667,36
1187,Broken Rock,Alvo,0.90,0.75,0.020,64,26.53,13.1744,13
1188,Broken Rock,Alvo,0.90,0.75,0.020,128,26.35,13.9651,3
1189,Broken Rock,Alvo,0.90,0.75,0.050,16,26.84,10.9646,33
1190,Broken Rock,Alvo,0.90,0.75,0.050,32,26.08,11.0175,4
1191,Broken Rock,Alvo,0.90,0.75,0.050,64,25.46,14.9394,2
1192,Broken Rock,Alvo,0.90,0.75,0.050,128,25.18,16.2400,5
1193,Broken Rock,Alvo,0.90,0.75,0.100,16,26.47,13.0417,4
1194,Broken Rock,Alvo,0.90,0.75,0.100,32,25.45,14.9394,2
1195,Broken Rock,Alvo,0.90,0.75,0.100,64,25.18,16.2400,2
1196,Broken Rock,Alvo,0.90,0.75,0.100,128,28.61,15.6000,1
